Cohort_id	Trait_onto_ID	Cancer_type	Cancer_subtype	Cancer_DOID	Case_name	Case_age_group	Case_sex	Case_size	Control_name	Control_age_group	Control_sex	Control_size	Condition	Conclusion	Platform	Tissue	Type	pubmed_id
METAC_964	173	prostate cancer	nan	10283	high grade (GS≥7) prostate cancer		M	81	low grade (GS = 6) prostate cancer		M	30	Metabolite concentrations (mmol/kg) and ratios in low grade (GS = 6) and high grade (GS≥7) prostate cancer samples	nan	HR-MAS MRS	Prostate tissue	case vs.control group	23626811
METAC_965	11	prostate cancer	nan	10283	after androgen deprivation therapy (ADT)	64.8 ± 6.0	M	42	before androgen deprivation therapy (ADT)	64.8 ± 6.0	M	42	Comparison of 3a-diol G, PSA, androgens, and related hormones before and after androgen deprivation therapy (ADT)	nan	LC-MS/MS	Blood	case vs.control group	23524847
METAC_966	170	prostate cancer	nan	10283	prostate cancer	60-85	M		healthy group	30-60	M		Marker metabolites found in GC/MS chromatograms of the prostate cancer (PCa) group and the healthy male group	nan	GC/MS	Urine	case vs.control group	21626193
METAC_967	171	prostate cancer	nan	10283	prostate cancer (PCa) bone metastases 		M	20	normal bone (NB)		M	14	Significantly differentiating metabolites between prostate cancer (PCa) bone metastases and normal bone (NB) in test set.	Significant differences were found between PCa bone metastases, bone metastases of other cancers, and normal bone. Furthermore, we identified metabolites in primary tumor tissue and in plasma which were significantly associated with metastatic disease.	GC/TOFMS	Bone	case vs.control group	21151972
METAC_968	171	prostate cancer	nan	10283	prostate cancer patients diagnosed with bone metastases (M1) 		M	15	patients with benign disease.		M	13	Significantly differentiating metabolites between prostate tissue samples from prostate cancer patients diagnosed with bone metastases (M1) and patients with benign disease.	Significant differences were found between PCa bone metastases, bone metastases of other cancers, and normal bone. Furthermore, we identified metabolites in primary tumor tissue and in plasma which were significantly associated with metastatic disease.	GC/TOFMS	Prostate tissue	case vs.control group	21151972
METAC_969	171	prostate cancer	nan	10283	prostate cancer patients diagnosed with bone metastases (M1) 		M	15	patients with benign disease.		M	13	Significantly differentiating metabolites between blood plasma samples from prostate cancer patients diagnosed with bone metastases (M1) and patients with benign disease.	Significant differences were found between PCa bone metastases, bone metastases of other cancers, and normal bone. Furthermore, we identified metabolites in primary tumor tissue and in plasma which were significantly associated with metastatic disease.	GC/TOFMS	Plasma	case vs.control group	21151972
METAC_970	171	prostate cancer	nan	10283	high-risk prostate cancer patients with (M1)		M	13	prostate cancer without (M0) diagnosed bone metastases.		M	17	Significantly differentiating metabolites between prostate cancer tissue samples from high-risk patients with (M1) and without (M0) diagnosed bone metastases.	Significant differences were found between PCa bone metastases, bone metastases of other cancers, and normal bone. Furthermore, we identified metabolites in primary tumor tissue and in plasma which were significantly associated with metastatic disease.	GC/TOFMS	Prostate tissue	case vs.control group	21151972
METAC_971	171	prostate cancer	nan	10283	high-risk prostate cancer patients with (M1)		M	13	prostate cancer without (M0) diagnosed bone metastases.		M	17	Significant changed metabolites between blood plasma samples from high-risk prostate cancer patients with (M1) and without (M0) diagnosed bone metastases.	Significant differences were found between PCa bone metastases, bone metastases of other cancers, and normal bone. Furthermore, we identified metabolites in primary tumor tissue and in plasma which were significantly associated with metastatic disease.	GC/TOFMS	Plasma	case vs.control group	21151972
METAC_972	171	prostate cancer	nan	10283	prostate cancer (PCa) bone metastases		M	20	bone metastases from other cancers.		F&M	7	Significantly differentiating metabolites between prostate cancer (PCa) bone metastases and bone metastases from other cancers.	Significant differences were found between PCa bone metastases, bone metastases of other cancers, and normal bone. Furthermore, we identified metabolites in primary tumor tissue and in plasma which were significantly associated with metastatic disease.	GC/TOFMS	Bone	case vs.control group	21151972
METAC_973	219	prostate cancer	nan	10283	seminal fluid of prostate cancer patients	62 ± 13	M	7	urine of prostate cancer	62 ± 13	M	7	differential metabolites in prostate cancer patients between seminal fluid and urine	ejaculate comprises the metabolic signature of both matrices (polar compounds characteristic for urine, and non-polar ones present in plasma samples)	HPLC-TOF/MS	Seminal fluid;Urine	case vs.control group	35309505
METAC_974	219	prostate cancer	nan	10283	seminal fluid of prostate cancer patients	62 ± 13	M	7	plasma of prostate cancer	62 ± 13	M	7	differential metabolites in prostate cancer patients between seminal fluid and plasma	ejaculate comprises the metabolic signature of both matrices (polar compounds characteristic for urine, and non-polar ones present in plasma samples)	HPLC-TOF/MS	Seminal fluid;Plasma	case vs.control group	35309505
METAC_975	219	prostate cancer	nan	10283	urine of prostate cancer	62 ± 13	M	7	plasma of prostate cancer	62 ± 13	M	7	differential metabolites in prostate cancer patients between urine and plasma	ejaculate comprises the metabolic signature of both matrices (polar compounds characteristic for urine, and non-polar ones present in plasma samples)	HPLC-TOF/MS	Urine;Plasma	case vs.control group	35309505
METAC_976	219	prostate cancer	nan	10283	seminal fluid of prostate cancer patients	62 ± 13	M	7	urine of prostate cancer	62 ± 13	M	7	differential metabolites in prostate cancer patients between seminal fluid and urine	ejaculate comprises the metabolic signature of both matrices (polar compounds characteristic for urine, and non-polar ones present in plasma samples)	GC-QqQ/MS	Seminal fluid;Urine	case vs.control group	35309505
METAC_977	219	prostate cancer	nan	10283	seminal fluid of prostate cancer patients	62 ± 13	M	7	plasma of prostate cancer	62 ± 13	M	7	differential metabolites in prostate cancer patients between seminal fluid and plasma	ejaculate comprises the metabolic signature of both matrices (polar compounds characteristic for urine, and non-polar ones present in plasma samples)	GC-QqQ/MS	Seminal fluid;Plasma	case vs.control group	35309505
METAC_978	219	prostate cancer	nan	10283	urine of prostate cancer	62 ± 13	M	7	plasma of prostate cancer	62 ± 13	M	7	differential metabolites in prostate cancer patients between urine and plasma	ejaculate comprises the metabolic signature of both matrices (polar compounds characteristic for urine, and non-polar ones present in plasma samples)	GC-QqQ/MS	Urine;Plasma	case vs.control group	35309505
METAC_979	170	prostate cancer	nan	10283	prostate cancer patients	66 ± 7	M	20	benign prostatic hyperplasia patients	65 ± 6	M	20	differential metabolites between prostate cancer patients and benign prostatic hyperplasia patients	An unprecedented portfolio of prostate carcinoma biomarkers was tentatively identified including 22 and 47 alleged candidates from positive and negative ion electrospray (ESI+ and ESI-) datasets	UHPLC-HRMS	Urine	case vs.control group	35288652
METAC_980	170	prostate cancer	nan	10283	prostate cancer patients		M	66	normal individuals		M	43	differential amino acids between prostate cancer patients and normal individuals	Among the 15 common amino acids detected, only the levels of Gln and arginine (Arg) in the blood samples of patients with PCa were significantly lower compared with those in the samples from the normal individuals (P<0.05)	LC-MS/MS;GC/MS	Blood	case vs.control group	35191516
METAC_981	113	lung cancer	nan	1324	lung cancer	57.8 ± 13.4	F&M	45	healthy control	52.9 ± 12.3	F&M	25	Summary of feature peaks that could be used to distinguish early lung cancer patients from control subjects in discovery cohort	nan	TELDI-MS	Saliva	case vs.control group	34342461
METAC_982	113	lung cancer	nan	1324	lung cancer	55.3 ±10.9	F&M	44	healthy control	57.3 ±15.8	F&M	25	Summary of feature peaks that could be used to distinguish early lung cancer patients from control subjects in validation cohort	nan	TELDI-MS	Saliva	case vs.control group	34342461
METAC_983	2	lung cancer	adenocarcinoma, squamous cell lung carcinoma	1324	Adenocarcinoma (AC)		F&M	45	squamous cell lung carcinoma (SCC)		F&M	18	Differential metabolites between Adenocarcinoma (AC) and squamous cell lung carcinoma (SCC) after eliminating individual differences.	nan	LC-MS	Lung tissue	case vs.control group	32693607
METAC_984	113	lung cancer	adenocarcinoma, squamous cell lung carcinoma	1324	lung carcinoma tissue (LCT)		F&M	67	distal noncancerous tissue (DNT)		F&M	82	Pathway-related metabolites of lung cancer between lung carcinoma tissue (LCT) and distal noncancerous tissue (DNT) in discovery cohort	nan	LC-MS	Lung tissue	case vs.control group	32693607
METAC_985	113	lung cancer	adenocarcinoma, squamous cell lung carcinoma	1324	lung carcinoma tissue (LCT)		F&M	31	distal noncancerous tissue (DNT)		F&M	46	Pathway-related metabolites of lung cancer between lung carcinoma tissue (LCT) and distal noncancerous tissue (DNT) in validation cohort	nan	LC-MS	Lung tissue	case vs.control group	32693607
METAC_986	113	lung cancer	adenocarcinoma, squamous cell lung carcinoma	1324	lung carcinoma tissue (LCT)		F&M	67	benign lung tissue (BLT)		F&M	18	Differential metabolites between lung carcinoma tissue (LCT) and benign lung tissue (BLT)	nan	LC-MS	Lung tissue	case vs.control group	32693607
METAC_987	113	lung cancer	adenocarcinoma, squamous cell lung carcinoma	1324	lung cancer	59.6 ± 4.9	F&M	30	healthy control	27.7 ± 2.2	F&M	30	Analysis of differential metabolites in lung cancer patients based on metabolomics in didcovery cohort	A total of 35 potential mark?ers were identified, 11 of which overlapped	UPLC-Q-TOF/HRMS	Urine	case vs.control group	32356461
METAC_988	113	lung cancer	adenocarcinoma, squamous cell lung carcinoma	1324	lung cancer	70.2 ± 5.5	F&M	38	healthy control	28.0 ± 0.7	F&M	42	Analysis of differential metabolites in lung cancer patients based on metabolomics in validation cohort	A total of 35 potential mark?ers were identified, 11 of which overlapped	UPLC-Q-TOF/HRMS	Urine	case vs.control group	32356461
METAC_989	170	prostate cancer	nan	10283	prostate cancer patients after Carbon ion radiotherapy	73 (50-82)	M	15	prostate cancer patients before Carbon ion radiotherapy	73 (50-82)	M	15	differential metabolites between prostate cancer patients before Carbon ion radiotherapy and after Carbon ion radiotherapy	Thirty-five metabolites were significantly altered, with the majority of them being amino acids	UPLC-MS/MS	Urine	case vs.control group	34950631
METAC_990	170	prostate cancer	nan	10283	tumor tissues in prostate cancer patients	63.3  (5.5)	M	40	normal adjacent tissues	63.3  (5.5)	M	40	differential metabolites between tumor tissues in prostate cancer patients and normal adjacent tissues	significant alterations in the levels of 26 metabolites and 21 phospholipid species in PCa tissue compared with adjacent nonmalignant tissue	GC-MS	Prostate tissue	case vs.control group	34813334
METAC_991	170	prostate cancer	nan	10283	tumor tissues in prostate cancer patients	63.3  (5.5)	M	40	normal adjacent tissues	63.3  (5.5)	M	40	differential metabolites between tumor tissues in prostate cancer patients and normal adjacent tissues	significant alterations in the levels of 26 metabolites and 21 phospholipid species in PCa tissue compared with adjacent nonmalignant tissue	¹H NMR	Prostate tissue	case vs.control group	34813334
METAC_992	170	prostate cancer	nan	10283	tumor tissues in prostate cancer patients	63.3  (5.5)	M	40	normal adjacent tissues	63.3  (5.5)	M	40	differential metabolites between tumor tissues in prostate cancer patients and normal adjacent tissues	significant alterations in the levels of 26 metabolites and 21 phospholipid species in PCa tissue compared with adjacent nonmalignant tissue	HILIC-MS/MS	Prostate tissue	case vs.control group	34813334
METAC_993	170	prostate cancer	nan	10283	prostate cancer patients	64.1 ± 8.2	M	74	benign prostatic hyperplasia patients	62.2 ± 12.2	M	74	differential metabolites between prostate cancer patients and benign prostatic hyperplasia patients	The 18 lipid or lipid-associated metabolites identified in this study are potential diagnostic markers for differential diagnosis	LC-MS/MS	Serum	case vs.control group	34722271
METAC_994	170	prostate cancer	nan	10283	prostate cancer patients	70 (50-91)	M	89	healthy controls	65 (50-85)	M	70	differential amino acids between prostate cancer patients and healthy controls	metabolites from the plasma were more valuable than those from the urine	LC-MS/MS	Serum	case vs.control group	34590739
METAC_995	170	prostate cancer	nan	10283	prostate cancer patients	70 (50-91)	M	89	healthy controls	65 (50-85)	M	70	differential metabolites between prostate cancer patients and healthy controls	metabolites from the plasma were more valuable than those from the urine	GC-MS	Urine	case vs.control group	34590739
METAC_996	170	prostate cancer	nan	10283	prostate cancer patients	68.21 ± 5.54	M	24	bladder cancer patients	67.92 ± 10.42	M	29	differential metabolites between prostate cancer and bladder cancer	nan	¹H NMR	Urine	case vs.control group	34564407
METAC_997	170	prostate cancer	nan	10283	prostate cancer patients	68.21 ± 5.54	M	24	renal cell carcinoma	62.17 ± 11.76	M	12	differential metabolites between prostate cancer and renal cell carcinoma	nan	¹H NMR	Urine	case vs.control group	34564407
